rank,arxiv_id,published,relevance_score,title,authors,primary_category,score_reasons,matched_queries,abs_url,pdf_url
155,2607.03601,2026-07-03T20:58:29Z,18,ArchEval: Measuring AI Agents as Computer Architects,Chenyu Wang; Zishen Wan; Jeffrey Ma; Shvetank Prakash; Zhenting Qi; Haebin Do; Andy Cheng; Arya Tschand; Jiahe Shi; Yilun Du; Vijay Janapa Reddi,cs.AR,evaluation; explicit harness/scaffold; harness component; trajectory,"all:""LLM agent"" AND all:evaluation | all:""LLM agent"" AND all:memory | all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2607.03601,https://arxiv.org/pdf/2607.03601
156,2607.03105,2026-07-03T08:39:46Z,18,ORBIT-Q: Dual-axis benchmarking of autonomous agents in scientific quantum programming,Shi-Xin Zhang; Yu-Qin Chen,quant-ph,cost/budget; evaluation; explicit harness/scaffold; harness component,"all:""agent harness""",https://arxiv.org/abs/2607.03105,https://arxiv.org/pdf/2607.03105
157,2606.31763,2026-06-30T14:51:13Z,18,A Self-Evolving Agentic System for Automated Generation and Execution of Biological Protocols,Yankai Jiang; Weiting Tang; Haoran Sun; Zhenyu Tang; Yuejie Hou; Yingnan Han; Rubo Wang; Yueyuxiao Yang; Cheng Liang; Lilong Wang; Wenjie Lou; Xiaosong Wang; Lei Bai; Meng Yang,cs.AI,evaluation; system-level,"all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2606.31763,https://arxiv.org/pdf/2606.31763
158,2606.27472,2026-06-25T18:50:32Z,18,Supersede: Diagnosing and Training the Memory-Update Gap in LLM Agents,Vedant Patel,cs.CL,explicit harness/scaffold; harness component; reliability,"all:""LLM agent"" AND all:memory",https://arxiv.org/abs/2606.27472,https://arxiv.org/pdf/2606.27472
159,2606.24322,2026-06-23T08:57:50Z,18,"Securing LLM-Agent Long-Term Memory Against Poisoning: Non-Malleable, Origin-Bound Authority with Machine-Checked Guarantees",Yedidel Louck,cs.CR,evaluation; explicit harness/scaffold; harness component,"all:""LLM agent"" AND all:memory | all:""LLM agent"" AND all:verification | all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2606.24322,https://arxiv.org/pdf/2606.24322
160,2606.23277,2026-06-22T12:54:04Z,18,GIF: Locally Sound Geometric Information Flow Control for LLMs,Adam Storek; Nikolaus Holzer; Zhuo Zhang; Suman Jana,cs.AI,attribution/statistics; cost/budget; harness component; transfer/overfit,"all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2606.23277,https://arxiv.org/pdf/2606.23277
161,2606.23127,2026-06-22T10:14:11Z,18,"Managing Procedural Memory in LLM Agents: Control, Adaptation, and Evaluation",Julia Belikova; Rauf Parchiev; Evgeny Egorov; Grigorii Davydenko; Gleb Gusev; Andrey Savchenko; Maksim Makarenko,cs.AI,evaluation; harness component; transfer/overfit,"all:""LLM agent"" AND all:memory | all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2606.23127,https://arxiv.org/pdf/2606.23127
162,2606.16748,2026-06-15T14:08:09Z,18,MyPCBench: A Benchmark for Personally Intelligent Computer-Use Agents,Lawrence Keunho Jang; Andrew Keunwoo Jang; Jing Yu Koh; Ruslan Salakhutdinov,cs.LG,evaluation; explicit harness/scaffold; harness component,"all:""agent harness""",https://arxiv.org/abs/2606.16748,https://arxiv.org/pdf/2606.16748
163,2606.16295,2026-06-15T06:58:22Z,18,"VisualClaw: A Real-Time, Personalized Agent for the Physical World",Haoqin Tu; Jianwen Chen; Zijun Wang; Siwei Han; Juncheng Wu; Hardy Chen; Haonian Ji; Kaiwen Xiong; Jiaqi Liu; Peng Xia; Jieru Mei; Hongliang Fei; Jason Eshraghian; Zeyu Zheng; Yuyin Zhou; Huaxiu Yao; Cihang Xie,cs.CV,cost/budget; evaluation; explicit harness/scaffold; harness component,"all:""agent scaffold""",https://arxiv.org/abs/2606.16295,https://arxiv.org/pdf/2606.16295
164,2606.12945,2026-06-11T06:17:31Z,18,Learning What to Remember: A Cognitively Grounded Multi-Factor Value Model for Agentic Memory,Zhibao Chen; Qian Cheng,cs.AI,cost/budget; evaluation; harness component; reliability,"all:""LLM agent"" AND all:memory",https://arxiv.org/abs/2606.12945,https://arxiv.org/pdf/2606.12945
165,2606.08348,2026-06-06T21:40:19Z,18,Bayesian-Agent: Posterior-Guided Skill Evolution for LLM Agent Harnesses,Xiaojun Wu; Cehao Yang; Honghao Liu; Xueyuan Lin; Wenjie Zhang; Zhichao Shi; Xuhui Jiang; Chengjin Xu; Jia Li; Jian Guo,cs.CL,explicit harness/scaffold; harness component; reliability; trajectory,"all:""agent harness""",https://arxiv.org/abs/2606.08348,https://arxiv.org/pdf/2606.08348
166,2606.08091,2026-06-06T10:35:28Z,18,VideoWeaver: Evaluating and Evolving Skills for Agentic Long Video Generation,Jianhui Wei; Jie Tan; Hengchuan Zhu; Xiaotian Zhang; Yan Zhang; Ziyi Chen; Daoan Zhang; Wei Xu; Zuozhu Liu,cs.CV,evaluation; explicit harness/scaffold; harness component; trajectory,"all:""agent harness""",https://arxiv.org/abs/2606.08091,https://arxiv.org/pdf/2606.08091
167,2606.04874,2026-06-03T13:37:47Z,18,Agent Planning Benchmark: A Diagnostic Framework for Planning Capabilities in LLM Agents,Haoyu Sun; Wenxuan Wang; Mingyang Song; Jujie He; Weinan Zhang; Yang Liu; Yang Yang; Yu Cheng,cs.CL,evaluation; harness component; reliability; trajectory,"all:""LLM agent"" AND all:robustness | all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.04874,https://arxiv.org/pdf/2606.04874
168,2606.01416,2026-05-31T19:27:22Z,18,Self-Healing Agentic Orchestrators for Reliable Tool-Augmented Large Language Model Systems,Rahul Suresh Babu; Adarsh Agrawal,cs.AI,cost/budget; evaluation; harness component; reliability,"all:""LLM agent"" AND all:""tool calling"" | all:""LLM agent"" AND all:verification",https://arxiv.org/abs/2606.01416,https://arxiv.org/pdf/2606.01416
169,2605.28534,2026-05-27T14:29:41Z,18,GUI-CIDER: Mid-training GUI Agents via Causal Internalization and Density-aware Exemplar Reselection,Zheng Wu; Chengcheng Han; Zhengxi Lu; Tianjie Ju; Yanyu Chen; Qi Gu; Xunliang Cai; Zhuosheng Zhang,cs.CL,attribution/statistics; trajectory,"all:""agent scaffold""",https://arxiv.org/abs/2605.28534,https://arxiv.org/pdf/2605.28534
170,2605.23574,2026-05-22T12:44:01Z,18,Push Your Agent: Measuring and Enforcing Quantitative Goal Persistence in Long-Horizon LLM Agents,Yuandao Cai; Yuzhang Zhu; Liyou Gao; Wensheng Tang; Shengchao Qin,cs.LG,evaluation; harness component; reliability; trajectory,"all:""LLM agent"" AND all:""tool calling""",https://arxiv.org/abs/2605.23574,https://arxiv.org/pdf/2605.23574
171,2605.20061,2026-05-19T16:19:29Z,18,"Rewarding Beliefs, Not Actions: Consistency-Guided Credit Assignment for Long-Horizon Agents",Wenjie Tang; Minne Li; Sijie Huang; Liquan Xiao; Yuan Zhou,cs.CL,attribution/statistics; cost/budget; trajectory,"all:""LLM agent"" AND all:robustness | all:""long-horizon agent"" AND all:reliability",https://arxiv.org/abs/2605.20061,https://arxiv.org/pdf/2605.20061
172,2605.18401,2026-05-18T13:44:19Z,18,"SkillsVote: Lifecycle Governance of Agent Skills from Collection, Recommendation to Evolution",Hongyi Liu; Haoyan Yang; Tao Jiang; Bo Tang; Feiyu Xiong; Yuyu Luo; Zhiyu Li,cs.CL,attribution/statistics; harness component; trajectory; transfer/overfit,"all:""SWE-bench"" AND all:agent | all:""Terminal-Bench""",https://arxiv.org/abs/2605.18401,https://arxiv.org/pdf/2605.18401
173,2605.21516,2026-05-15T12:47:13Z,18,Harnesses for Inference-Time Alignment over Execution Trajectories,Boyuan Wang; Bochao Li; Minghan Wang; Yuxin Tao; Fang Kong,cs.LG,explicit harness/scaffold; harness component; reliability; trajectory,"all:""harness engineering""",https://arxiv.org/abs/2605.21516,https://arxiv.org/pdf/2605.21516
174,2605.15040,2026-05-14T16:35:12Z,18,Orchard: An Open-Source Agentic Modeling Framework,Baolin Peng; Wenlin Yao; Qianhui Wu; Hao Cheng; Xiao Yu; Rui Yang; Tao Ge; Alessandro Sordoni; Xingdi Yuan; Yelong Shen; Pengcheng He; Tong Zhang; Zhou Yu; Jianfeng Gao,cs.AI,evaluation; explicit harness/scaffold; harness component; trajectory,"all:""agent harness""",https://arxiv.org/abs/2605.15040,https://arxiv.org/pdf/2605.15040
175,2605.06334,2026-05-07T14:26:19Z,18,MANTRA: Synthesizing SMT-Validated Compliance Benchmarks for Tool-Using LLM Agents,Ashwani Anand; Ivi Chatzi; Ritam Raha; Anne-Kathrin Schmuck,cs.CL,evaluation; harness component; reliability; trajectory,"all:""LLM agent"" AND all:""tool calling""",https://arxiv.org/abs/2605.06334,https://arxiv.org/pdf/2605.06334
176,2604.18543,2026-04-20T17:36:49Z,18,ClawEnvKit: Automatic Environment Generation for Claw-Like Agents,Xirui Li; Ming Li; Ion Stoica; Cho-Jui Hsieh; Tianyi Zhou,cs.AI,cost/budget; evaluation; explicit harness/scaffold; harness component,"all:""harness engineering""",https://arxiv.org/abs/2604.18543,https://arxiv.org/pdf/2604.18543
177,2604.13151,2026-04-14T17:59:57Z,18,Exploration and Exploitation Errors Are Measurable for Language Model Agents,Jaden Park; Jungtaek Kim; Jongwon Jeong; Robert D. Nowak; Kangwook Lee; Yong Jae Lee,cs.AI,evaluation; explicit harness/scaffold; reliability,"all:""harness engineering""",https://arxiv.org/abs/2604.13151,https://arxiv.org/pdf/2604.13151
178,2604.11518,2026-04-13T14:21:44Z,18,From Translation to Superset: Benchmark-Driven Evolution of a Production AI Agent from Rust to Python,Jinhua Wang; Biswa Sengupta,cs.SE,cost/budget; evaluation; harness component; reliability,"all:""Terminal-Bench""",https://arxiv.org/abs/2604.11518,https://arxiv.org/pdf/2604.11518
179,2604.11201,2026-04-13T09:00:10Z,18,CocoaBench: Evaluating Unified Digital Agents in the Wild,CocoaBench Team; Shibo Hao; Zhining Zhang; Zhiqi Liang; Tianyang Liu; Yuheng Zha; Qiyue Gao; Jixuan Chen; Zilong Wang; Zhoujun Cheng; Haoxiang Zhang; Junli Wang; Hexi Jin; Boyuan Zheng; Kun Zhou; Yu Wang; Feng Yao; Licheng Liu; Yijiang Li; Zhifei Li; Zhengtao Han; Pracha Promthaw; Tommaso Cerruti; Xiaohan Fu; Ziqiao Ma; Jingbo Shang; Lianhui Qin; Julian McAuley; Eric P. Xing; Zhengzhong Liu; Rupesh Kumar Srivastava; Zhiting Hu,cs.CL,evaluation; explicit harness/scaffold; harness component; trajectory,"all:""agent scaffold""",https://arxiv.org/abs/2604.11201,https://arxiv.org/pdf/2604.11201
180,2604.00788,2026-04-01T11:53:25Z,18,UK AISI Alignment Evaluation Case-Study,Alexandra Souly; Robert Kirk; Jacob Merizian; Abby D'Cruz; Xander Davies,cs.AI,evaluation; explicit harness/scaffold; harness component,"all:""coding agent"" AND all:scaffold",https://arxiv.org/abs/2604.00788,https://arxiv.org/pdf/2604.00788
181,2601.11868,2026-01-17T01:29:30Z,18,"Terminal-Bench: Benchmarking Agents on Hard, Realistic Tasks in Command Line Interfaces",Mike A. Merrill; Alexander G. Shaw; Nicholas Carlini; Boxuan Li; Harsh Raj; Ivan Bercovich; Lin Shi; Jeong Yeon Shin; Thomas Walshe; E. Kelly Buchanan; Junhong Shen; Guanghao Ye; Haowei Lin; Jason Poulos; Maoyu Wang; Marianna Nezhurina; Jenia Jitsev; Di Lu; Orfeas Menis Mastromichalakis; Zhiwei Xu; Zizhao Chen; Yue Liu; Robert Zhang; Leon Liangyu Chen; Anurag Kashyap; Jan-Lucas Uslu; Jeffrey Li; Jianbo Wu; Minghao Yan; Song Bian; Vedang Sharma; Ke Sun; Steven Dillmann; Akshay Anand; Andrew Lanpouthakoun; Bardia Koopah; Changran Hu; Etash Guha; Gabriel H. S. Dreiman; Jiacheng Zhu; Karl Krauth; Li Zhong; Niklas Muennighoff; Robert Amanfu; Shangyin Tan; Shreyas Pimpalgaonkar; Tushar Aggarwal; Xiangning Lin; Xin Lan; Xuandong Zhao; Yiqing Liang; Yuanli Wang; Zilong Wang; Changzhi Zhou; David Heineman; Hange Liu; Harsh Trivedi; John Yang; Junhong Lin; Manish Shetty; Michael Yang; Nabil Omi; Negin Raoof; Shanda Li; Terry Yue Zhuo; Wuwei Lin; Yiwei Dai; Yuxin Wang; Wenhao Chai; Shang Zhou; Dariush Wahdany; Ziyu She; Jiaming Hu; Zhikang Dong; Yuxuan Zhu; Sasha Cui; Ahson Saiyed; Arinbjörn Kolbeinsson; Jesse Hu; Christopher Michael Rytting; Ryan Marten; Yixin Wang; Alex Dimakis; Andy Konwinski; Ludwig Schmidt,cs.SE,evaluation; explicit harness/scaffold; harness component; trajectory,"all:""Terminal-Bench""",https://arxiv.org/abs/2601.11868,https://arxiv.org/pdf/2601.11868
182,2601.09150,2026-01-14T04:45:05Z,18,World Craft: Agentic Framework to Create Visualizable Worlds via Text,Jianwen Sun; Yukang Feng; Kaining Ying; Chuanhao Li; Zizhen Li; Fanrui Zhang; Jiaxin Ai; Yifan Chang; Yu Dai; Yifei Huang; Kaipeng Zhang,cs.HC,evaluation; explicit harness/scaffold; reliability,"all:""coding agent"" AND all:scaffold",https://arxiv.org/abs/2601.09150,https://arxiv.org/pdf/2601.09150
183,2607.08010,2026-07-09T00:27:13Z,17,Tool-Making and Self-Evolving LLM Agents in Low-Latency Systems,Kalle Kujanpää; Ning Liu; Shahnawaz Alam; Yeshwanth Reddy Sura; Tianyu Yang; Kristina Klinkner; Shervin Malmasi,cs.CL,cost/budget; harness component; reliability,"all:""LLM agent"" AND all:""tool calling"" | all:""inference-time"" AND all:agent",https://arxiv.org/abs/2607.08010,https://arxiv.org/pdf/2607.08010
184,2607.07534,2026-07-08T15:33:25Z,17,Infinite Worlds with Versatile Interactions,Zelin Gao; Qiuyu Wang; Jiapeng Zhu; Jingye Chen; Zichen Liu; Qingyan Bai; Jiahao Wang; Yufeng Yuan; Hanlin Wang; Yichong Lu; Ka Leong Cheng; Haojie Zhang; Jian Gao; Tianrui Feng; Yuzheng Liu; Yao Yao; Yinghao Xu; Xing Zhu; Yujun Shen; Hao Ouyang,cs.CV,attribution/statistics; explicit harness/scaffold,"all:""agent harness""",https://arxiv.org/abs/2607.07534,https://arxiv.org/pdf/2607.07534
185,2607.07508,2026-07-08T15:02:19Z,17,Single-Rollout Asynchronous Optimization for Agentic Reinforcement Learning,Zhenyu Hou; Yujiang Li; Jie Tang; Yuxiao Dong,cs.LG,cost/budget; reliability; trajectory; transfer/overfit,"all:""SWE-bench"" AND all:agent",https://arxiv.org/abs/2607.07508,https://arxiv.org/pdf/2607.07508
186,2607.02436,2026-07-02T17:08:21Z,17,"Reasoning effort, not tool access, buys first-try reliability in agentic code generation: an observational study",Achint Mehta,cs.SE,cost/budget; harness component; reliability,"all:""agent harness""",https://arxiv.org/abs/2607.02436,https://arxiv.org/pdf/2607.02436
187,2606.31270,2026-06-30T07:44:37Z,17,Learning from Failure: Inference-Time Self-Improvement for Computer-Use Agents,Xueqiao Sun; Xiaohan Wang; Ludwig Schmidt; Serena Yeung-Levy; Yuhui Zhang,cs.CV,cost/budget; evaluation; reliability,"all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.31270,https://arxiv.org/pdf/2606.31270
188,2606.29823,2026-06-29T06:02:20Z,17,Experience Graphs: The Data Foundation for Self-Improving Agents,Gang Liao; Yujia He; Abdullah Ozturk; Zhouyang Li; Ying Wang; Zhitong Guo; Hongsen Qin; Yaobin Qin; Tao Yang; Zewei Jiang; Dianshi Li; Jort Gemmeke; Jiangyuan Li; Liyuan Li; Nathan Yan; Masha Basmanova; Uladzimir Pashkevich; Matt Steiner; Pedro Pedreira; Rob Fergus; Anirudh Goyal; Carole-Jean Wu; Gaoxiang Liu; Andrew Witten; Daniel J. Abadi,cs.DB,attribution/statistics; cost/budget; harness component; trajectory,"all:""inference-time"" AND all:agent | all:""long-horizon agent"" AND all:reliability",https://arxiv.org/abs/2606.29823,https://arxiv.org/pdf/2606.29823
189,2606.26563,2026-06-25T03:21:50Z,17,scBench-Long: Verifiable Benchmarking of Long-Horizon Single-Cell Biology,Ian Diks; Zhen Yang; Arjun Banerjee; Tim Proctor; Kenny Workman,q-bio.GN,evaluation; explicit harness/scaffold; harness component; trajectory,"all:""model harness""",https://arxiv.org/abs/2606.26563,https://arxiv.org/pdf/2606.26563
190,2606.26366,2026-06-24T20:23:16Z,17,Narration-of-Thought: Inference-Time Scaffolding for Defeasible Ethical Reasoning in Large Language Models,Patrick Cooper; Alvaro Velasquez,cs.AI,cost/budget; explicit harness/scaffold; reliability,"all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.26366,https://arxiv.org/pdf/2606.26366
191,2606.24155,2026-06-23T05:23:46Z,17,"MedBench v5: A Dynamic, Process-Oriented, and Hallucination-Aware Benchmark for Clinical Multimodal Models",Jinru Ding; Chuchu Jiang; Lu Lu; Wenrao Pang; Mouxiao Bian; Zhuangzhi Gao; Jiangyuan Chen; Xinwei Peng; Ruiyao Chen; Sijie Ren; Renjie Lu; Yun Zhong; Bin Han; Meiling Liu; Jie Xu,cs.CL,evaluation; reliability; trajectory,"all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2606.24155,https://arxiv.org/pdf/2606.24155
192,2606.23525,2026-06-22T16:08:34Z,17,Self-Compacting Language Model Agents,Tianjian Li; Jingyu Zhang; William Jurayj; Xi Wang; Chuanyang Jin; Mehrdad Farajtabar; Eric Nalisnick; Daniel Khashabi,cs.CL,cost/budget; explicit harness/scaffold; harness component; trajectory,"all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.23525,https://arxiv.org/pdf/2606.23525
193,2606.22936,2026-06-22T07:13:13Z,17,When Agents Commit Too Soon: Diagnosing Premature Commitment in LLM Agents,Aman Mehta,cs.AI,cost/budget; evaluation; reliability; trajectory,"all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2606.22936,https://arxiv.org/pdf/2606.22936
194,2606.22417,2026-06-21T10:10:51Z,17,Code Isn't Memory: A Structural Codebase Index Inside a Coding Agent,Ishaan Bhola; Adithyan Krishnan; Sravanth Kurmala; Mukunda NS,cs.AI,cost/budget; explicit harness/scaffold; harness component,"all:""SWE-bench"" AND all:agent | all:""agent harness""",https://arxiv.org/abs/2606.22417,https://arxiv.org/pdf/2606.22417
195,2606.22388,2026-06-21T08:29:12Z,17,PlanBench-XL: Evaluating Long-Horizon Planning of LLM Tool-Use Agents in Large-Scale Tool Ecosystems,Jiayu Liu; Qihan Lin; Cheng Qian; Rui Wang; Emre Can Acikgoz; Xiaocheng Yang; Jiateng Liu; Zhenhailong Wang; Xiusi Chen; Heng Ji; Dilek Hakkani-Tür,cs.AI,evaluation; harness component; trajectory,"all:""LLM agent"" AND all:robustness | all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2606.22388,https://arxiv.org/pdf/2606.22388
196,2606.20408,2026-06-18T15:57:53Z,17,NRT-Bench: Benchmarking Multi-Turn Red-Teaming of LLM Operator Agents in Safety-Critical Control Rooms,Hanwool Lee; Dasol Choi; Bokyeong Kim; Haon Park; Seung Geun Kim,cs.CR,evaluation; reliability; trajectory,"all:""LLM agent"" AND all:robustness",https://arxiv.org/abs/2606.20408,https://arxiv.org/pdf/2606.20408
197,2606.18829,2026-06-17T09:06:15Z,17,GateMem: Benchmarking Memory Governance in Multi-Principal Shared-Memory Agents,Zhe Ren; Yibo Yang; Yimeng Chen; Zijun Zhao; Benshuo Fu; Zhihao Shu; Bingjie Zhang; Yangyang Xu; Dandan Guo; Shuicheng Yan,cs.LG,cost/budget; evaluation; harness component; trajectory,"all:""LLM agent"" AND all:memory | all:""LLM agent"" AND all:robustness",https://arxiv.org/abs/2606.18829,https://arxiv.org/pdf/2606.18829
198,2606.16613,2026-06-15T12:04:44Z,17,CoffeeBench: Benchmarking Long-Horizon LLM Agents in Heterogeneous Multi-Agent Economies,Issa Sugiura; Daichi Hattori; Kazuo Araragi; Keita Ogawa; Shota Onose; Taro Makino; Teppei Usuki; Takashi Ishida,cs.AI,evaluation; reliability; trajectory,"all:""agent trajectory"" AND all:evaluation",https://arxiv.org/abs/2606.16613,https://arxiv.org/pdf/2606.16613
199,2606.16591,2026-06-15T11:37:37Z,17,SING: Synthetic Intention Graph for Scalable Active Tool Discovery in LLM Agents,Qiao Xiao; Haochen Shi; Yisen Gao; Wenbin Hu; Huihao Jing; Tianshi Zheng; Baixuan Xu; Ziheng Zhang; Weiqi Wang; Haoran Li; Jiaxin Bai; Yangqiu Song,cs.CL,explicit harness/scaffold; harness component; trajectory,"all:""agent harness""",https://arxiv.org/abs/2606.16591,https://arxiv.org/pdf/2606.16591
200,2606.15363,2026-06-13T15:47:27Z,17,APEX: Adaptive Principle EXtraction A Three-Layer Self-Evolution Framework for Production AI Agents,Ya-Chuan Chen; Tien-Jen Lai; Hsiang-Wei Hu,cs.AI,cost/budget; explicit harness/scaffold; reliability,"all:""Terminal-Bench"" | all:""agent harness""",https://arxiv.org/abs/2606.15363,https://arxiv.org/pdf/2606.15363
201,2606.14674,2026-06-12T17:39:49Z,17,AgentSpec: Understanding Embodied Agent Scaffolds Through Controlled Composition,Jixuan Chen; Jianzhi Shen; Haoqiang Kang; Zhi Hong; Qingyi Jiang; Soham Bose; Yiming Zhang; Leon Leng; Amit Vyas; Lingjun Mao; Siru Ouyang; Kun Zhou; Lianhui Qin,cs.CL,cost/budget; explicit harness/scaffold; harness component; trajectory,"all:""LLM agent"" AND all:memory | all:""agent scaffold""",https://arxiv.org/abs/2606.14674,https://arxiv.org/pdf/2606.14674
202,2606.10546,2026-06-09T08:14:39Z,17,SkillAxe: Sharpening LLM-Authored Agent Skills Through Evaluation-Guided Self-Refinement,Srishti Gautam; Arjun Radhakrishna; Sumit Gulwani,cs.MA,attribution/statistics; evaluation,"all:""agent trajectory"" AND all:evaluation",https://arxiv.org/abs/2606.10546,https://arxiv.org/pdf/2606.10546
203,2606.09422,2026-06-08T12:37:20Z,17,A Robust Agentic Framework for Expert-Level Automation of Atomistic Simulations,Yutack Park; Yeonwoo Chung; Jinmu You; Jisu Kim; Suyeon Ju; Seungwu Han,cond-mat.mtrl-sci,cost/budget; explicit harness/scaffold; reliability,"all:""agent harness""",https://arxiv.org/abs/2606.09422,https://arxiv.org/pdf/2606.09422
204,2606.07367,2026-06-05T15:09:52Z,17,Self-evolving LLM agents with in-distribution Optimization,Yudi Zhang; Meng Fang; Zhenfang Chen; Mykola Pechenizkiy,cs.LG,cost/budget; reliability; trajectory; transfer/overfit,"all:""LLM agent"" AND all:robustness",https://arxiv.org/abs/2606.07367,https://arxiv.org/pdf/2606.07367
205,2606.05414,2026-06-03T20:28:27Z,17,When Evidence is Sparse: Weakly Supervised Early Failure Alerting in Dialogs and LLM-Agent Trajectories,Avinash Baidya; Xinran Liang; Ruocheng Guo; Xiang Gao; Kamalika Das,cs.CL,cost/budget; harness component; reliability; trajectory,"all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.05414,https://arxiv.org/pdf/2606.05414
206,2606.05400,2026-06-03T20:09:39Z,17,LeanMarathon: Toward Reliable AI Co-Mathematicians through Long-Horizon Lean Autoformalization,Yuanhe Zhang; Yuekai Sun; Taiji Suzuki; Jason D. Lee; Fanghui Liu,cs.AI,explicit harness/scaffold; harness component; trajectory,"all:""agent harness""",https://arxiv.org/abs/2606.05400,https://arxiv.org/pdf/2606.05400
207,2606.04315,2026-06-03T00:42:49Z,17,Exploring Cross-Scenario Generality of Agentic Memory Systems: Diagnostics and a Strong Baseline,Zhikai Chen; Jialiang Gu; Junyu Yin; Xianxuan Long; Shenglai Zeng; Xiaoze Liu; Kai Guo; Keren Zhou; Jiliang Tang,cs.AI,explicit harness/scaffold; harness component; trajectory,"all:""LLM agent"" AND all:""tool calling"" | all:""agent harness"" | all:""agent trajectory"" AND all:evaluation",https://arxiv.org/abs/2606.04315,https://arxiv.org/pdf/2606.04315
208,2606.03461,2026-06-02T10:37:47Z,17,What Makes Interaction Trajectories Effective for Training Terminal Agents?,Sidi Yang; Chaofan Tao; Jierun Chen; Tiezheng Yu; Ruoyu Wang; Yuxin Jiang; Yiming Du; Wendong Xu; Jing Xiong; Taiqiang Wu; Lifeng Shang; Xiaohui Li; Ngai Wong; Haoli Bai,cs.AI,cost/budget; explicit harness/scaffold; transfer/overfit,"all:""Terminal-Bench"" | all:""harness engineering""",https://arxiv.org/abs/2606.03461,https://arxiv.org/pdf/2606.03461
209,2606.01326,2026-05-31T16:24:22Z,17,Reducing Token Usage of State-in-Context Agents using Minification,Nicolas Hrubec; Jürgen Cito,cs.SE,cost/budget; evaluation; harness component,"all:""SWE-bench"" AND all:agent",https://arxiv.org/abs/2606.01326,https://arxiv.org/pdf/2606.01326
210,2606.01311,2026-05-31T16:00:10Z,17,SkillAdaptor: Self-Adapting Skills for LLM Agents from Trajectories,Zhuoyun Yu; Xin Xie; Wuguannan Yao; Chenxi Wang; Lei Liang; Xiang Qi; Shumin Deng,cs.CL,attribution/statistics; reliability; trajectory,"all:""agent harness""",https://arxiv.org/abs/2606.01311,https://arxiv.org/pdf/2606.01311
211,2605.30842,2026-05-29T04:59:32Z,17,CoMem: Context Management with A Decoupled Long-Context Model,Yuwei Zhang; Chengyu Dong; Shuowei Jin; Changlong Yu; Hejie Cui; Hongye Jin; Xinyang Zhang; Hamed Bonab; Colin Lockard; Jianshu Chen; Zhenyu Shi; Jingbo Shang; Xian Li; Bing Yin,cs.LG,cost/budget; harness component; reliability; trajectory,"all:""SWE-bench"" AND all:agent",https://arxiv.org/abs/2605.30842,https://arxiv.org/pdf/2605.30842
212,2605.29893,2026-05-28T13:17:33Z,17,Redundant or Necessary? A Benchmark for Detecting Redundant Steps in Agent Trajectories,Minyang Hu; Bo Yang; Zhinuo Zhou; Jiachen Liang; Guo Jiahao; Yiyang Yin; Xiongwei Han,cs.AI,cost/budget; evaluation; harness component; trajectory,"all:""agent trajectory"" AND all:evaluation",https://arxiv.org/abs/2605.29893,https://arxiv.org/pdf/2605.29893
213,2605.29341,2026-05-28T04:27:20Z,17,WorldMemArena: Evaluating Multimodal Agent Memory Through Action-World Interaction,Chengzhi Liu; Yuzhe Yang; Sophia Xiao Pu; Yepeng Liu; Lin Long; Yichen Guo; Nuo Chen; Zhaotian Weng; Elena Kochkina; Simerjot Kaur; Charese Smiley; Xiaomo Liu; James Zou; Sheng Liu; Yuheng Bu; Songyou Peng; Xin Eric Wang,cs.CV,explicit harness/scaffold; harness component; trajectory,"all:""agent harness"" | all:""agent trajectory"" AND all:evaluation | all:""long-horizon agent"" AND all:reliability",https://arxiv.org/abs/2605.29341,https://arxiv.org/pdf/2605.29341
214,2605.28065,2026-05-27T07:19:18Z,17,Verifiable Benchmarking of Long-Horizon Spatial Biology,Ian Diks; Harihara Muralidharan; Tim Proctor; Kenny Workman,cs.AI,evaluation; explicit harness/scaffold; harness component; trajectory,"all:""model harness""",https://arxiv.org/abs/2605.28065,https://arxiv.org/pdf/2605.28065
215,2605.26720,2026-05-26T09:00:09Z,17,Towards Feedback-to-Plan Decisions for Self-Evolving LLM Agents in CUDA Kernel Generation,Yee Hin Chong; Jiaming Wu; Youhui Zhang; Peng Qu,cs.AI,attribution/statistics; evaluation; trajectory; transfer/overfit,"all:""LLM agent"" AND all:robustness",https://arxiv.org/abs/2605.26720,https://arxiv.org/pdf/2605.26720
