rank,arxiv_id,published,relevance_score,title,authors,primary_category,score_reasons,matched_queries,abs_url,pdf_url
70,2605.27605,2026-05-26T19:23:24Z,14,Laguna M.1/XS.2 Technical Report,Julien Abadji; Marah Abdin; Connor Adams; Eric Alcaide; Mustafa Altun; Michele Artoni; Junze Bao; Uday Barar; Vassilis Bekiaris; Arkadii Bessonov; Benjamin Bütikofer; Jonathan Chang; Yen-Chun Chen; Dmitry Chernenkov; Yang Chi; Filippos Christianos; Fenia Christopoulou; Razvan-Andrei Ciocoiu; Tzachi Cohen; Yohann Coppel; Dmitrii Emelianenko; Brandon Fergerson; Brian Fitzgerald; Matthias Gallé; Alex Golonzovskyi; George Grigorev; Yiyang Hao; Christian Hensel; Jan Huenermann; Ye Ji; Sarthak Joshi; Eiso Kant; Kabir Khandpur; Seonghyeon Kim; Vladimir Kirichenko; Umut Kocasarac; Ilya Kochik; Ivan Komarov; Chaerin Kong; Anurag Koul; François-Joseph Lacroix; Sergei Laktionov; Waren Long; Quentin Malartic; Vadim Markovtsev; Afonso Marques; Robert McHardy; Carlos Mocholí; Dmitry Monakhov; Adam Morris; Martin Muller; Christian Mürtz; Robin Nabel; Thien Nguyen; Rok Novosel; Szymon Ozog; Aalhad Patankar; Aleksei Petrov; Alexandre Piché; Arthur Pignet; Teodor Poncu; Phil Potter; Alexander Rakowski; Pierre-Yves Ritschard; Jay Roberts; Joe Rowell; Piotr Sarna; Pierre-André Savalle; Uladzislau Sazanovich; Nikita Shapovalov; Arsenii Shevchenko; Mikhail Shilkov; Andrei Sokol; Mohamed Soliman; Jack Stephenson; Victor Storchan; Dragos-Constantin Tantaru; Artem Tyurin; Adrian Wälchli; Pengming Wang; Jianxiao Yang; Renat Zayashnikov; Alexander Zelenka Martin; Nikolay Zinov; Caroline Bercier; José Caldeira; Margarida Garcia; Tom George; Kabeer Gharzai; Glenn Hitchcock; Carson Klingenberg; Ivo Pinto; Varun Randery; Noah Smith; Arina Sugako; Jason Warner,cs.AI,cost/budget; evaluation; trajectory,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2605.27605,https://arxiv.org/pdf/2605.27605
71,2604.16339,2026-03-13T14:55:38Z,14,Semantic Consensus: Process-Aware Conflict Detection and Resolution for Enterprise Multi-Agent LLM Systems,Vivek Acharya,cs.AI,evaluation; harness component; reliability,"all:causal AND all:""LLM agent"" AND all:evaluation",https://arxiv.org/abs/2604.16339,https://arxiv.org/pdf/2604.16339
72,2512.23217,2025-12-29T05:41:25Z,14,TCEval: Using Thermal Comfort to Assess Cognitive and Perceptual Abilities of AI,Jingming Li,cs.AI,attribution/statistics; evaluation; harness component,"all:causal AND all:""LLM agent"" AND all:evaluation",https://arxiv.org/abs/2512.23217,https://arxiv.org/pdf/2512.23217
73,2506.09050,2025-06-10T17:59:56Z,14,ALE-Bench: A Benchmark for Long-Horizon Objective-Driven Algorithm Engineering,Yuki Imajuku; Kohki Horie; Yoichi Iwata; Kensho Aoki; Naohiro Takahashi; Takuya Akiba,cs.AI,evaluation; trajectory,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2506.09050,https://arxiv.org/pdf/2506.09050
74,2402.17753,2024-02-27T18:42:31Z,14,Evaluating Very Long-Term Conversational Memory of LLM Agents,Adyasha Maharana; Dong-Ho Lee; Sergey Tulyakov; Mohit Bansal; Francesco Barbieri; Yuwei Fang,cs.CL,attribution/statistics; evaluation; harness component,"all:causal AND all:""LLM agent"" AND all:evaluation",https://arxiv.org/abs/2402.17753,https://arxiv.org/pdf/2402.17753
75,2606.25119,2026-06-23T19:45:44Z,13,SurveilNav: Collaborative Object Goal Navigation with Robot and Surveillance System,Ming-Ming Yu; Qunbo Wang; Rongtao Xu; Yanghong Mei; Yirong Yang; Longteng Guo; Wenjun Wu; Jing Liu,cs.RO,cost/budget; evaluation; harness component,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2606.25119,https://arxiv.org/pdf/2606.25119
76,2605.30042,2026-05-28T14:57:21Z,13,Learning to Choose: An Empowerment-Guided Multi-Agent System with semantic communication for Adaptive Method Selection,Geremy Loachamín-Suntaxi; Robert Lazar; Dimitrios G. Giovanis; Ioannis G. Kevrekidis; Eleni D. Koronaki,cs.AI,evaluation; reliability,"all:causal AND all:""LLM agent"" AND all:evaluation",https://arxiv.org/abs/2605.30042,https://arxiv.org/pdf/2605.30042
77,2605.28037,2026-05-27T06:40:31Z,13,"Personality, Role, and Expressive Style in Large Language Models: An Interactionist Analysis",Moe Nagao; Koichiro Terao; Mikio Nakano; Naoto Iwahashi,cs.CL,attribution/statistics; harness component,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2605.28037,https://arxiv.org/pdf/2605.28037
78,2605.06230,2026-05-07T13:21:15Z,13,Safactory: A Scalable Agentic Infrastructure for Training Trustworthy Autonomous Intelligence,Xinquan Chen; Zhenyun Yin; Shan He; Bin Huang; Shanzhe Lei; Pengcheng Shi; Kun Cai; Bei Chen; Bangwei Liu; Zeyu Kang; Chao Huang; Yang Zhang; Wenjie Li; Ruijun Ge; Yajie Wang; Tianshun Fang; Tianyang Xu; Yiwen Cong; Meng Jin; Gaolei Li; Xuansheng Wu; Linhan Liu; Zijing He; An Li; Yan Teng; Xin Tan; Dongrui Liu; Jing Shao; ChaoChao Lu; Ji He; Jie Li; Chunfeng Song; Jinya Xu; Fan Song; Shujie Wang; Jianmin Qian; Jie Hou; Xuhong Wang; Yingchun Wang; Hui Wang; Xia Hu,cs.AI,evaluation; harness component; trajectory,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2605.06230,https://arxiv.org/pdf/2605.06230
79,2604.24117,2026-04-27T07:12:34Z,13,An Analysis of the Coordination Gap between Joint and Modular Learning for Job Shop Scheduling with Transportation Resources,Moritz Link; Jonathan Hoss; Noah Klarmann,cs.AI,evaluation; transfer/overfit,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2604.24117,https://arxiv.org/pdf/2604.24117
80,2604.11061,2026-04-13T06:42:24Z,13,Pando: Do Interpretability Methods Work When Models Won't Explain Themselves?,Ziqian Zhong; Aashiq Muhamed; Mona T. Diab; Virginia Smith; Aditi Raghunathan,cs.LG,attribution/statistics; evaluation; harness component,"all:""variance decomposition"" AND all:agent",https://arxiv.org/abs/2604.11061,https://arxiv.org/pdf/2604.11061
81,2603.29493,2026-03-31T09:38:21Z,13,MemFactory: Unified Inference & Training Framework for Agent Memory,Ziliang Guo; Ziheng Li; Bo Tang; Feiyu Xiong; Zhiyu Li,cs.CL,evaluation; harness component,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2603.29493,https://arxiv.org/pdf/2603.29493
82,2603.18235,2026-03-18T19:43:38Z,13,"Toward Reliable, Safe, and Secure LLMs for Scientific Applications",Saket Sanjeev Chaturvedi; Joshua Bergerson; Tanwi Mallick,cs.CR,evaluation; reliability,"all:""benchmark overfitting"" AND all:agent",https://arxiv.org/abs/2603.18235,https://arxiv.org/pdf/2603.18235
83,2508.13721,2025-08-19T10:37:20Z,13,CausalPlan: Empowering Efficient LLM Multi-Agent Collaboration Through Causality-Driven Planning,Minh Hoang Nguyen; Van Dai Do; Dung Nguyen; Thin Nguyen; Hung Le,cs.AI,attribution/statistics; evaluation,"all:causal AND all:""LLM agent"" AND all:evaluation",https://arxiv.org/abs/2508.13721,https://arxiv.org/pdf/2508.13721
84,2607.00218,2026-06-30T21:50:49Z,12,EgoSafetyBench: A Diagnostic Egocentric Video Benchmark for Evaluating Embodied VLMs as Runtime Safety Guards,Siddhant Panpatil; Arth Singh; Mijin Koo; Chaeyun Kim; Haon Park; Dasol Choi,cs.CV,evaluation; reliability,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2607.00218,https://arxiv.org/pdf/2607.00218
85,2606.31339,2026-06-30T08:41:00Z,12,Verification-Gated Agentic Mission-State Governance for Intelligent Industrial Multi-Robot Systems,Guoqin Tang; Qingxuan Jia; Yichen Tan; Zeyuan Huang; Ning Ji; Gang Chen,cs.RO,harness component; trajectory,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2606.31339,https://arxiv.org/pdf/2606.31339
86,2606.00914,2026-05-30T22:43:23Z,12,Adversarial Feeds Steer LLM Agent Decisions Against Their Defaults,Rana Muhammad Usman,cs.AI,attribution/statistics,"all:causal AND all:""LLM agent"" AND all:evaluation",https://arxiv.org/abs/2606.00914,https://arxiv.org/pdf/2606.00914
87,2605.19139,2026-05-18T21:38:58Z,12,Reducing Waiting Time for Medical Tourists Through Hybrid Agent-Based and Discrete-Event Simulation: A Hospital Case Study,Melika Baghi; Hadi Mosadegh,cs.PF,attribution/statistics,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2605.19139,https://arxiv.org/pdf/2605.19139
88,2605.17679,2026-05-17T22:39:21Z,12,PULSE: Agentic Investigation with Passive Sensing for Proactive Intervention in Cancer Survivorship,Zhiyuan Wang; Ariful Islam; Indrajeet Ghosh; Xinyu Chen; Katharine E. Daniel; Subigya Nepal; Philip Chow; Laura E. Barnes,cs.HC,attribution/statistics,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2605.17679,https://arxiv.org/pdf/2605.17679
89,2604.19664,2026-04-21T16:48:55Z,12,ECLASS-Augmented Semantic Product Search for Electronic Components,Nico Baumgart; Markus Lange-Hegermann; Jan Henze,cs.IR,cost/budget; evaluation,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2604.19664,https://arxiv.org/pdf/2604.19664
90,2602.12500,2026-02-13T00:51:22Z,12,Favia: Forensic Agent for Vulnerability-fix Identification and Analysis,André Storhaug; Jiamou Sun; Jingyue Li,cs.SE,attribution/statistics,"all:causal AND all:""LLM agent"" AND all:evaluation",https://arxiv.org/abs/2602.12500,https://arxiv.org/pdf/2602.12500
91,2601.22436,2026-01-30T01:05:15Z,12,Large Language Model Agents Are Not Always Faithful Self-Evolvers,Weixiang Zhao; Yingshuo Wang; Yichen Zhang; Yang Deng; Yanyan Zhao; Wanxiang Che; Bing Qin; Ting Liu,cs.CL,attribution/statistics,"all:causal AND all:""LLM agent"" AND all:evaluation",https://arxiv.org/abs/2601.22436,https://arxiv.org/pdf/2601.22436
92,2512.18561,2025-12-21T02:04:47Z,12,Adaptive Accountability in Networked MAS: Tracing and Mitigating Emergent Norms at Scale,Saad Alqithami,cs.MA,attribution/statistics; cost/budget,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2512.18561,https://arxiv.org/pdf/2512.18561
93,2511.23352,2025-11-28T17:00:06Z,12,Performance Evaluation of Multi-Armed Bandit Algorithms for Wi-Fi Channel Access,Miguel Casasnovas; Francesc Wilhelmi; Richard Combes; Maksymilian Wojnar; Katarzyna Kosek-Szott; Szymon Szott; Anders Jonsson; Luis Esteve; Boris Bellalta,cs.NI,attribution/statistics; evaluation,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2511.23352,https://arxiv.org/pdf/2511.23352
94,2510.20025,2025-10-22T20:56:06Z,12,When Networks Substitute for Outcome Surveillance? A Substitution-Complementarity Framework for Behavioral Signals in Predictive Monitoring,Sepehr Ilami; Qingtao Cao; Babak Heydari,physics.soc-ph,attribution/statistics; cost/budget,"all:""variance decomposition"" AND all:agent",https://arxiv.org/abs/2510.20025,https://arxiv.org/pdf/2510.20025
95,2506.10954,2025-06-12T17:54:17Z,12,SWE-Factory: Your Automated Factory for Issue Resolution Training Data and Evaluation Benchmarks,Lianghong Guo; Yanlin Wang; Caihua Li; Wei Tao; Pengyu Yang; Jiachi Chen; Haoyu Song; Duyu Tang; Zibin Zheng,cs.SE,cost/budget; evaluation,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2506.10954,https://arxiv.org/pdf/2506.10954
96,2409.14488,2024-09-22T15:18:59Z,12,Enhancing LLM-based Autonomous Driving Agents to Mitigate Perception Attacks,Ruoyu Song; Muslum Ozgur Ozmen; Hyungsub Kim; Antonio Bianchi; Z. Berkay Celik,cs.CR,attribution/statistics; evaluation; harness component,"all:causal AND all:""LLM agent"" AND all:evaluation",https://arxiv.org/abs/2409.14488,https://arxiv.org/pdf/2409.14488
97,2509.15237,2025-09-17T14:36:38Z,11,MICA: Multi-Agent Industrial Coordination Assistant,Di Wen; Kunyu Peng; Junwei Zheng; Yufan Chen; Yitian Shi; Jiale Wei; Ruiping Liu; Kailun Yang; Rainer Stiefelhagen,cs.AI,evaluation; reliability,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2509.15237,https://arxiv.org/pdf/2509.15237
98,2506.11610,2025-06-13T09:33:36Z,11,"""If we misunderstand the client, we misspend 100 hours"": Exploring conversational AI and response types for information elicitation",Daniel Hove Paludan; Julie Fredsgård; Kasper Patrick Bährentz; Ilhan Aslan,cs.HC,attribution/statistics; harness component,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2506.11610,https://arxiv.org/pdf/2506.11610
99,2505.14163,2025-05-20T10:16:21Z,11,DSMentor: Enhancing Data Science Agents with Curriculum Learning and Online Knowledge Accumulation,He Wang; Alexander Hanbo Li; Yiqun Hu; Sheng Zhang; Hideo Kobayashi; Jiani Zhang; Henry Zhu; Chung-Wei Hang; Patrick Ng,cs.AI,attribution/statistics; harness component,"all:causal AND all:""LLM agent"" AND all:evaluation",https://arxiv.org/abs/2505.14163,https://arxiv.org/pdf/2505.14163
100,2402.18728,2024-02-28T22:13:16Z,11,Not All the Same: Understanding and Informing Similarity Estimation in Tile-Based Video Games,Sebastian Berns; Vanessa Volz; Laurissa Tokarchuk; Sam Snodgrass; Christian Guckelsberger,cs.HC,attribution/statistics; evaluation,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2402.18728,https://arxiv.org/pdf/2402.18728
101,2605.27566,2026-05-26T18:36:54Z,10,DynaSchedBench: Calibrated Dynamic Scheduling Benchmarks and Observability Paradox in LLM-based Scheduling Agents,Shijie Cao; Yuan Yuan; Jing Liu,cs.AI,cost/budget; evaluation; harness component,"all:""benchmark overfitting"" AND all:agent",https://arxiv.org/abs/2605.27566,https://arxiv.org/pdf/2605.27566
102,2605.25297,2026-05-24T23:21:44Z,10,Eureka: Intelligent Feature Engineering for Enterprise AI Cloud Resource Demand Prediction,Hangxuan Li; Renjun Jia; Xuezhang Wu; Yunjie Qian; Zeqi Zheng; Xianling Zhang,cs.CL,transfer/overfit,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2605.25297,https://arxiv.org/pdf/2605.25297
103,2604.13602,2026-04-15T08:11:34Z,10,"Reward Hacking in the Era of Large Models: Mechanisms, Emergent Misalignment, Challenges",Xiaohua Wang; Muzhao Tian; Yuqi Zeng; Zisu Huang; Jiakang Yuan; Bowen Chen; Jingwen Xu; Mingbo Zhou; Wenhao Liu; Muling Wu; Zhengkang Guo; Qi Qian; Yifei Wang; Feiran Zhang; Ruicheng Yin; Shihan Dou; Changze Lv; Tao Chen; Kaitao Song; Xu Tan; Tao Gui; Xiaoqing Zheng; Xuanjing Huang,cs.LG,evaluation,"all:""benchmark overfitting"" AND all:agent",https://arxiv.org/abs/2604.13602,https://arxiv.org/pdf/2604.13602
104,2604.12102,2026-04-13T22:22:07Z,10,Spatial Atlas: Compute-Grounded Reasoning for Spatial-Aware Research Agent Benchmarks,Arun Sharma,cs.AI,evaluation,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2604.12102,https://arxiv.org/pdf/2604.12102
105,2602.03012,2026-02-03T02:27:16Z,10,CVE-Factory: Scaling Expert-Level Agentic Tasks for Code Security Vulnerability,Xianzhen Luo; Jingyuan Zhang; Shiqi Zhou; Jinyang Huang; Chuan Xiao; Qingfu Zhu; Zhiyuan Ma; Xing Yue; Yang Yue; Wencong Zeng; Wanxiang Che,cs.CR,evaluation,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2602.03012,https://arxiv.org/pdf/2602.03012
106,2509.25885,2025-09-30T07:24:04Z,10,SafeMind: Benchmarking and Mitigating Safety Risks in Embodied LLM Agents,Ruolin Chen; Yinqian Sun; Jihang Wang; Mingyang Lv; Qian Zhang; Yi Zeng,cs.AI,attribution/statistics; evaluation,"all:causal AND all:""LLM agent"" AND all:evaluation",https://arxiv.org/abs/2509.25885,https://arxiv.org/pdf/2509.25885
107,2508.12393,2025-08-17T15:14:03Z,10,MedKGent: A Large Language Model Agent Framework for Constructing Temporally Evolving Medical Knowledge Graph,Duzhen Zhang; Zixiao Wang; Zhong-Zhi Li; Yahan Yu; Shuncheng Jia; Jiahua Dong; Haotian Xu; Xing Wu; Yingying Zhang; Tielin Zhang; Jie Yang; Xiuying Chen; Le Song,cs.CL,attribution/statistics,"all:causal AND all:""LLM agent"" AND all:evaluation",https://arxiv.org/abs/2508.12393,https://arxiv.org/pdf/2508.12393
108,2505.19662,2025-05-26T08:21:46Z,10,FieldWorkArena: Agentic AI Benchmark for Real Field Work Tasks,Jun Takahashi; Atsunori Moteki; Akiyoshi Uchida; Shoichi Masui; Fan Yang; Kanji Uchino; Yueqi Song; Yonatan Bisk; Graham Neubig; Ikuo Kusajima; Yasuto Watanabe; Hiroyuki Ishida; Koki Nakagawa; Shan Jiang,cs.AI,evaluation,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2505.19662,https://arxiv.org/pdf/2505.19662
109,2502.06212,2025-02-10T07:31:27Z,10,AVSim -- Realistic Simulation Framework for Airborne and Vector-Borne Disease Dynamics,Pandula Thennakoon; Mario De Silva; M. Mahesha Viduranga; Sashini Liyanage; Roshan Godaliyadda; Mervyn Parakrama Ekanayake; Vijitha Herath; Anuruddhika Rathnayake; Ganga Thilakarathne; Janaka Ekanayake; Samath Dharmarathne,eess.SY,attribution/statistics,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2502.06212,https://arxiv.org/pdf/2502.06212
110,2604.28048,2026-04-30T15:59:11Z,9,"Stable Behavior, Limited Variation: Persona Validity in LLM Agents for Urban Sentiment Perception",Neemias B da Silva; Rodrigo Minetto; Daniel Silver; Thiago H Silva,cs.CL,attribution/statistics,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2604.28048,https://arxiv.org/pdf/2604.28048
111,2607.07379,2026-07-08T13:10:35Z,8,Physics-Audited Agentic Discovery in Scientific Machine Learning,Diab W. Abueidda; Bilal Ahmed; Panos Pantidis; Mostafa E. Mobasher,cs.AI,harness component,"all:causal AND all:""LLM agent"" AND all:evaluation",https://arxiv.org/abs/2607.07379,https://arxiv.org/pdf/2607.07379
112,2603.25719,2026-03-26T17:57:50Z,8,Agent Factories for High Level Synthesis: How Far Can General-Purpose Coding Agents Go in Hardware Optimization?,Abhishek Bhandwaldar; Mihir Choudhury; Ruchir Puri; Akash Srivastava,cs.AI,harness component,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2603.25719,https://arxiv.org/pdf/2603.25719
113,2507.11988,2025-07-16T07:38:28Z,8,Aime: Towards Fully-Autonomous Multi-Agent Framework,Yexuan Shi; Mingyu Wang; Yunxiang Cao; Hongjie Lai; Junjian Lan; Xin Han; Yu Wang; Jie Geng; Zhenan Li; Zihao Xia; Xiang Chen; Chen Li; Jian Xu; Wenbo Duan; Yuanshuo Zhu,cs.AI,reliability,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2507.11988,https://arxiv.org/pdf/2507.11988
114,2604.10291,2026-04-11T17:15:26Z,7,TimeSeriesExamAgent: Creating Time Series Reasoning Benchmarks at Scale,Malgorzata Gwiazda; Yifu Cai; Mononito Goswami; Arjun Choudhry; Artur Dubrawski,cs.AI,evaluation,"all:causal AND all:""LLM agent"" AND all:evaluation",https://arxiv.org/abs/2604.10291,https://arxiv.org/pdf/2604.10291
115,2601.14518,2026-01-20T22:21:59Z,7,Business Logic-Driven Text-to-SQL Data Synthesis for Business Intelligence,Jinhui Liu; Ximeng Zhang; Yanbo Ai; Zhou Yu,cs.CL,evaluation,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2601.14518,https://arxiv.org/pdf/2601.14518
116,2504.14837,2025-04-21T03:37:43Z,7,SQL-Factory: A Multi-Agent Framework for High-Quality and Large-Scale SQL Generation,Jiahui Li; Tongwang Wu; Yuren Mao; Yunjun Gao; Yajie Feng; Huaizhong Liu,cs.DB,cost/budget,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2504.14837,https://arxiv.org/pdf/2504.14837
117,2305.13183,2023-05-22T16:11:28Z,6,DeRi-Bot: Learning to Collaboratively Manipulate Rigid Objects via Deformable Objects,Zixing Wang; Ahmed H. Qureshi,cs.RO,transfer/overfit,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2305.13183,https://arxiv.org/pdf/2305.13183
118,2408.14527,2024-08-26T15:13:38Z,5,Multi-Agent Path Finding with Real Robot Dynamics and Interdependent Tasks for Automated Warehouses,Vassilissa Lehoux-Lebacque; Tomi Silander; Christelle Loiodice; Seungjoon Lee; Albert Wang; Sofia Michel,cs.RO,trajectory,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2408.14527,https://arxiv.org/pdf/2408.14527
119,2308.08946,2023-08-17T12:35:52Z,3,FR2 5G Networks for Industrial Scenarios: Experimental Characterization and Beam Management Procedures in Operational Conditions,Alejandro Ramírez-Arroyo; Melisa López; Ignacio Rodríguez; Troels B. Sørensen; Samantha Caporal del Barrio; Pablo Padilla; Juan F. Valenzuela-Valdés; Preben Mogensen,eess.SP,evaluation,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2308.08946,https://arxiv.org/pdf/2308.08946
120,2503.09617,2025-03-06T20:13:02Z,2,Factorio Learning Environment,Jack Hopkins; Mart Bakler; Akbir Khan,cs.MA,,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2503.09617,https://arxiv.org/pdf/2503.09617
121,2502.21101,2025-02-28T14:38:58Z,2,Jointly Assigning Processes to Machines and Generating Plans for Autonomous Mobile Robots in a Smart Factory,Christopher Leet; Aidan Sciortino; Sven Koenig,cs.RO,,all:factorial AND all:agent AND all:evaluation,https://arxiv.org/abs/2502.21101,https://arxiv.org/pdf/2502.21101
